"","db030","hsize","db040","rb030","age","rb090","pl030","pb220a","py010n","py050n","py090n","py100n","py110n","py120n","py130n","py140n","hy040n","hy050n","hy070n","hy080n","hy090n","hy110n","hy130n","hy145n","eqss","eqincome","db090","rb050"
"4034",1653,4,"Carinthia",165304,21,"female","1","AT",13061.3,0,1623.33,0,0,0,0,0,0,0,0,21884.77,318.39,0,8525.26,1319.26,2.5,19455.9,518.619047619048,518.619047619048
"4035",1654,2,"Carinthia",165401,27,"female","2","AT",17164.54,6942.96,0,0,0,0,0,0,0,0,377.52,0,31.46,0,0,-55.93,1.5,29403.38,535.793650793651,535.793650793651
"4036",1654,2,"Carinthia",165402,30,"male","1","AT",0,19532.66,0,0,0,0,0,0,0,0,377.52,0,31.46,0,0,-55.93,1.5,29403.38,535.793650793651,535.793650793651
"4037",1655,1,"Upper Austria",165501,83,"female","5","AT",0,0,0,10783.43,0,0,0,0,0,0,0,0,218.09,0,0,0,1,11001.52,643.25572519084,643.25572519084
"4038",1656,4,"Salzburg",165601,31,"female","2","Other",4872.24,3783.87,0,0,0,0,0,0,0,5705.6,0,0,40.99,0,0,0,2.1,17930.9666666667,532.788732394366,532.788732394366
"4039",1656,4,"Salzburg",165602,40,"male","1","AT",23252.33,0,0,0,0,0,0,0,0,5705.6,0,0,40.99,0,0,0,2.1,17930.9666666667,532.788732394366,532.788732394366
"4040",1656,4,"Salzburg",165603,6,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5705.6,0,0,40.99,0,0,0,2.1,17930.9666666667,532.788732394366,532.788732394366
"4041",1656,4,"Salzburg",165604,2,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5705.6,0,0,40.99,0,0,0,2.1,17930.9666666667,532.788732394366,532.788732394366
"4042",1657,4,"Vienna",165701,51,"male","1","AT",13916.53,0,0,0,0,0,0,0,0,1202.57,0,0,12.25,0,0,-245.02,2.3,26353.3,666.979166666667,666.979166666667
"4043",1657,4,"Vienna",165702,47,"female","1","AT",22127.78,0,0,0,0,0,0,0,0,1202.57,0,0,12.25,0,0,-245.02,2.3,26353.3,666.979166666667,666.979166666667
"4044",1657,4,"Vienna",165703,23,"female","2","Other",23108.44,0,0,0,0,0,0,0,0,1202.57,0,0,12.25,0,0,-245.02,2.3,26353.3,666.979166666667,666.979166666667
"4045",1657,4,"Vienna",165704,12,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1202.57,0,0,12.25,0,0,-245.02,2.3,26353.3,666.979166666667,666.979166666667
"4046",1658,3,"Tyrol",165801,31,"female","2","AT",2458.52,0,0,0,0,0,0,0,0,4312.26,2964.97,2371.98,11.86,0,0,0,1.8,21351.2944444444,504.569620253164,504.569620253164
"4047",1658,3,"Tyrol",165802,46,"male","1","AT",0,26312.74,0,0,0,0,0,0,0,4312.26,2964.97,2371.98,11.86,0,0,0,1.8,21351.2944444444,504.569620253164,504.569620253164
"4048",1658,3,"Tyrol",165803,0,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4312.26,2964.97,2371.98,11.86,0,0,0,1.8,21351.2944444444,504.569620253164,504.569620253164
"4049",1659,3,"Carinthia",165901,48,"female","2","AT",9759.42,8365.21,0,0,0,0,0,0,0,0,0,0,149.26,0,0,0,2,13448.975,527.6,527.6
"4050",1659,3,"Carinthia",165902,66,"male","5","AT",0,0,0,8624.06,0,0,0,0,0,0,0,0,149.26,0,0,0,2,13448.975,527.6,527.6
"4051",1659,3,"Carinthia",165903,23,"female","4","AT",0,0,0,0,0,0,0,0,0,0,0,0,149.26,0,0,0,2,13448.975,527.6,527.6
"4052",1660,3,"Tyrol",166001,61,"female","7","AT",0,0,0,0,0,0,0,0,0,0,0,0,273.15,0,0,0,2,33358.57,504.569620253164,504.569620253164
"4053",1660,3,"Tyrol",166002,65,"male","5","AT",0,0,0,49079.37,0,0,0,0,0,0,0,0,273.15,0,0,0,2,33358.57,504.569620253164,504.569620253164
"4054",1660,3,"Tyrol",166003,30,"male","4","AT",17364.62,0,0,0,0,0,0,0,0,0,0,0,273.15,0,0,0,2,33358.57,504.569620253164,504.569620253164
"4055",1661,3,"Carinthia",166101,59,"female","5","AT",0,0,0,0,0,0,12504.92,0,0,0,0,0,97.87,0,0,0,2,47128.41,527.6,527.6
"4056",1661,3,"Carinthia",166102,64,"male","1","AT",0,67612.27,0,0,0,0,0,0,0,0,0,0,97.87,0,0,0,2,47128.41,527.6,527.6
"4057",1661,3,"Carinthia",166103,33,"male","1","AT",14041.76,0,0,0,0,0,0,0,0,0,0,0,97.87,0,0,0,2,47128.41,527.6,527.6
"4058",1662,1,"Vienna",166201,73,"female","5","AT",23871.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23871.1,868.220417633411,868.220417633411
"4059",1663,2,"Lower Austria",166301,72,"male","5","AT",0,0,0,13370.58,0,0,0,0,0,0,0,0,0,0,0,0,1.5,16729.74,515.101449275362,515.101449275362
"4060",1663,2,"Lower Austria",166302,67,"female","5","AT",0,0,0,11724.03,0,0,0,0,0,0,0,0,0,0,0,0,1.5,16729.74,515.101449275362,515.101449275362
"4061",1664,4,"Upper Austria",166401,44,"female","1","AT",21560.52,0,0,0,0,0,0,0,0,4761.61,0,0,0,0,0,0,2.5,19316.804,492.875,492.875
"4062",1664,4,"Upper Austria",166402,42,"male","1","AT",0,21969.88,0,0,0,0,0,0,0,4761.61,0,0,0,0,0,0,2.5,19316.804,492.875,492.875
"4063",1664,4,"Upper Austria",166403,17,"male","4","AT",0,0,0,0,0,0,0,0,0,4761.61,0,0,0,0,0,0,2.5,19316.804,492.875,492.875
"4064",1664,4,"Upper Austria",166404,14,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4761.61,0,0,0,0,0,0,2.5,19316.804,492.875,492.875
"4065",1665,2,"Burgenland",166501,55,"female","7","AT",7827.91,0,0,0,0,0,0,0,0,0,0,0,751.36,0,0,0,1.5,24408.3533333333,480.987804878049,480.987804878049
"4066",1665,2,"Burgenland",166502,60,"male","1","AT",28033.26,0,0,0,0,0,0,0,0,0,0,0,751.36,0,0,0,1.5,24408.3533333333,480.987804878049,480.987804878049
"4067",1666,2,"Upper Austria",166601,41,"male","1","EU",27511.51,0,0,0,0,0,0,0,0,0,0,0,207.93,0,0,-346.33,1.5,20928.32,493.794392523365,493.794392523365
"4068",1666,2,"Upper Austria",166602,78,"female","7","AT",1046.09,0,2280.62,0,0,0,0,0,0,0,0,0,207.93,0,0,-346.33,1.5,20928.32,493.794392523365,493.794392523365
"4069",1667,2,"Vienna",166701,29,"female","1","AT",26726.4,0,0,0,0,0,0,0,0,2844.69,0,0,828.01,0,0,0,1.3,23383.9230769231,651.867605633803,651.867605633803
"4070",1667,2,"Vienna",166702,4,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2844.69,0,0,828.01,0,0,0,1.3,23383.9230769231,651.867605633803,651.867605633803
"4071",1668,4,"Tyrol",166801,68,"male","5","AT",0,0,0,23399.11,0,0,0,0,0,0,0,0,329.79,0,0,0,2.5,18836.288,493.382352941176,493.382352941176
"4072",1668,4,"Tyrol",166802,64,"female","7","AT",0,0,0,0,0,0,0,0,0,0,0,0,329.79,0,0,0,2.5,18836.288,493.382352941176,493.382352941176
"4073",1668,4,"Tyrol",166803,32,"male","1","AT",23361.82,0,0,0,0,0,0,0,0,0,0,0,329.79,0,0,0,2.5,18836.288,493.382352941176,493.382352941176
"4074",1668,4,"Tyrol",166804,20,"female","4","AT",0,0,0,0,0,0,0,0,0,0,0,0,329.79,0,0,0,2.5,18836.288,493.382352941176,493.382352941176
"4075",1669,1,"Vorarlberg",166901,82,"female","5","AT",0,0,0,12029.62,0,0,0,0,0,0,0,0,201.71,0,0,0,1,12231.33,622,622
"4076",1670,5,"Upper Austria",167001,42,"female","1","AT",19932.29,0,0,0,0,0,0,0,0,8019.17,0,0,117.23,0,0,-468.92,2.8,17488.5071428571,475.354430379747,475.354430379747
"4077",1670,5,"Upper Austria",167002,42,"male","1","AT",20430.21,0,0,0,0,0,0,0,0,8019.17,0,0,117.23,0,0,-468.92,2.8,17488.5071428571,475.354430379747,475.354430379747
"4078",1670,5,"Upper Austria",167003,17,"female","4","AT",0,0,0,0,0,0,0,0,0,8019.17,0,0,117.23,0,0,-468.92,2.8,17488.5071428571,475.354430379747,475.354430379747
"4079",1670,5,"Upper Austria",167004,15,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8019.17,0,0,117.23,0,0,-468.92,2.8,17488.5071428571,475.354430379747,475.354430379747
"4080",1670,5,"Upper Austria",167005,7,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8019.17,0,0,117.23,0,0,-468.92,2.8,17488.5071428571,475.354430379747,475.354430379747
"4081",1671,8,"Styria",167101,47,"female","6","AT",8291.65,0,0,0,0,0,0,0,0,4659.56,0,0,146.91,0,11829.62,1095.34,4.5,20476.0888888889,965.5,965.5
"4082",1671,8,"Styria",167102,89,"female","6","AT",0,0,0,0,0,0,8849.1,0,0,4659.56,0,0,146.91,0,11829.62,1095.34,4.5,20476.0888888889,965.5,965.5
"4083",1671,8,"Styria",167103,44,"male","6","AT",0,0,0,0,0,0,12028.65,0,0,4659.56,0,0,146.91,0,11829.62,1095.34,4.5,20476.0888888889,965.5,965.5
"4084",1671,8,"Styria",167104,42,"male","6","AT",0,0,0,11650.88,0,10794.2,0,0,0,4659.56,0,0,146.91,0,11829.62,1095.34,4.5,20476.0888888889,965.5,965.5
"4085",1671,8,"Styria",167105,41,"male","6","AT",0,0,0,0,0,0,0,0,0,4659.56,0,0,146.91,0,11829.62,1095.34,4.5,20476.0888888889,965.5,965.5
"4086",1671,8,"Styria",167106,20,"female","1","AT",0,9609.92,0,0,0,0,0,0,0,4659.56,0,0,146.91,0,11829.62,1095.34,4.5,20476.0888888889,965.5,965.5
"4087",1671,8,"Styria",167107,20,"male","1","AT",17214.5,0,0,0,0,0,0,0,0,4659.56,0,0,146.91,0,11829.62,1095.34,4.5,20476.0888888889,965.5,965.5
"4088",1671,8,"Styria",167108,17,"male","1","AT",21821.99,0,0,0,0,0,0,0,0,4659.56,0,0,146.91,0,11829.62,1095.34,4.5,20476.0888888889,965.5,965.5
"4089",1672,4,"Burgenland",167201,43,"female","1","AT",12714.51,0,0,0,0,0,0,0,0,4790.66,0,0,39.68,0,0,-701.8,2.5,16270.932,498.575757575758,498.575757575758
"4090",1672,4,"Burgenland",167202,41,"male","1","AT",22430.68,0,0,0,0,0,0,0,0,4790.66,0,0,39.68,0,0,-701.8,2.5,16270.932,498.575757575758,498.575757575758
"4091",1672,4,"Burgenland",167203,19,"male","4","Other",0,0,0,0,0,0,0,0,0,4790.66,0,0,39.68,0,0,-701.8,2.5,16270.932,498.575757575758,498.575757575758
"4092",1672,4,"Burgenland",167204,14,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4790.66,0,0,39.68,0,0,-701.8,2.5,16270.932,498.575757575758,498.575757575758
"4093",1673,3,"Tyrol",167301,50,"male","1","AT",18160.63,0,0,0,0,0,0,0,0,1826.35,0,0,154.25,0,0,0,2,20325.61,504.569620253164,504.569620253164
"4094",1673,3,"Tyrol",167302,41,"female","2","AT",10662.69,0,0,0,0,0,0,0,0,1826.35,0,0,154.25,0,0,0,2,20325.61,504.569620253164,504.569620253164
"4095",1673,3,"Tyrol",167303,17,"male","4","AT",9847.3,0,0,0,0,0,0,0,0,1826.35,0,0,154.25,0,0,0,2,20325.61,504.569620253164,504.569620253164
"4096",1674,3,"Upper Austria",167401,18,"female","4","AT",0,0,0,0,0,0,0,0,0,1236.98,0,0,8.07,0,378.05,-491.47,2,19903.37,507.699507389163,507.699507389163
"4097",1674,3,"Upper Austria",167402,41,"female","1","AT",11108.33,0,0,0,0,0,0,0,0,1236.98,0,0,8.07,0,378.05,-491.47,2,19903.37,507.699507389163,507.699507389163
"4098",1674,3,"Upper Austria",167403,35,"male","1","AT",27339.94,0,0,0,0,0,0,0,0,1236.98,0,0,8.07,0,378.05,-491.47,2,19903.37,507.699507389163,507.699507389163
"4099",1675,1,"Upper Austria",167501,75,"female","5","AT",0,0,0,11043.06,0,0,0,0,0,0,0,0,0.62,0,0,-3.59,1,11047.27,643.25572519084,643.25572519084
"4100",1676,4,"Styria",167601,31,"male","1","AT",27019.52,0,0,0,0,0,0,0,0,5476.84,0,0,0,0,0,0,2.1,16780.6952380952,484.934426229508,484.934426229508
"4101",1676,4,"Styria",167602,33,"female","7","AT",2743.1,0,0,0,0,0,0,0,0,5476.84,0,0,0,0,0,0,2.1,16780.6952380952,484.934426229508,484.934426229508
"4102",1676,4,"Styria",167603,8,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5476.84,0,0,0,0,0,0,2.1,16780.6952380952,484.934426229508,484.934426229508
"4103",1676,4,"Styria",167604,7,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5476.84,0,0,0,0,0,0,2.1,16780.6952380952,484.934426229508,484.934426229508
"4104",1677,4,"Salzburg",167701,32,"female","1","AT",15893.05,0,0,0,0,0,0,0,0,4220.72,0,0,21.14,0,0,-317.16,2.1,17491.7904761905,532.788732394366,532.788732394366
"4105",1677,4,"Salzburg",167702,40,"male","1","AT",16280.69,0,0,0,0,0,0,0,0,4220.72,0,0,21.14,0,0,-317.16,2.1,17491.7904761905,532.788732394366,532.788732394366
"4106",1677,4,"Salzburg",167703,12,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4220.72,0,0,21.14,0,0,-317.16,2.1,17491.7904761905,532.788732394366,532.788732394366
"4107",1677,4,"Salzburg",167704,10,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4220.72,0,0,21.14,0,0,-317.16,2.1,17491.7904761905,532.788732394366,532.788732394366
"4108",1678,5,"Lower Austria",167801,35,"male","1","Other",15509.48,0,0,0,0,0,0,0,0,8337.07,0,999.82,95.22,0,3999.28,0,2.4,9691.6125,538.170731707317,538.170731707317
"4109",1678,5,"Lower Austria",167802,34,"female","1","AT",2317.56,0,0,0,0,0,0,0,0,8337.07,0,999.82,95.22,0,3999.28,0,2.4,9691.6125,538.170731707317,538.170731707317
"4110",1678,5,"Lower Austria",167803,9,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8337.07,0,999.82,95.22,0,3999.28,0,2.4,9691.6125,538.170731707317,538.170731707317
"4111",1678,5,"Lower Austria",167804,7,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8337.07,0,999.82,95.22,0,3999.28,0,2.4,9691.6125,538.170731707317,538.170731707317
"4112",1678,5,"Lower Austria",167805,1,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8337.07,0,999.82,95.22,0,3999.28,0,2.4,9691.6125,538.170731707317,538.170731707317
"4113",1679,2,"Carinthia",167901,38,"female","1","AT",12549.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,9653.39230769231,535.793650793651,535.793650793651
"4114",1679,2,"Carinthia",167902,3,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1.3,9653.39230769231,535.793650793651,535.793650793651
"4115",1680,1,"Vienna",168001,28,"female","2","AT",14157.46,0,0,0,0,0,0,0,0,0,0,0,69.17,0,0,0,1,14226.63,868.220417633411,868.220417633411
"4116",1681,2,"Salzburg",168101,49,"male","1","AT",21401.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-243.11,1.5,26448.2933333333,614.686274509804,614.686274509804
"4117",1681,2,"Salzburg",168102,45,"female","1","AT",18028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-243.11,1.5,26448.2933333333,614.686274509804,614.686274509804
"4118",1682,4,"Styria",168201,45,"female","1","AT",26185.47,0,0,0,0,0,0,0,0,27850.01,0,53788.83,293.29,11630.02,0,0,2.3,53039.9913043478,484.934426229508,484.934426229508
"4119",1682,4,"Styria",168202,18,"male","4","AT",0,0,0,0,0,0,0,2244.36,0,27850.01,0,53788.83,293.29,11630.02,0,0,2.3,53039.9913043478,484.934426229508,484.934426229508
"4120",1682,4,"Styria",168203,15,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27850.01,0,53788.83,293.29,11630.02,0,0,2.3,53039.9913043478,484.934426229508,484.934426229508
"4121",1682,4,"Styria",168204,13,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27850.01,0,53788.83,293.29,11630.02,0,0,2.3,53039.9913043478,484.934426229508,484.934426229508
"4122",1683,1,"Tyrol",168301,78,"female","5","AT",0,0,0,8823.14,0,0,0,0,0,0,0,0,0,0,0,0,1,8823.14,679.728813559322,679.728813559322
"4123",1684,4,"Styria",168401,45,"male","1","AT",22428.61,0,0,0,0,0,0,0,0,4340.02,0,0,38.43,0,0,269.04,2.1,12637.1523809524,484.934426229508,484.934426229508
"4124",1684,4,"Styria",168402,34,"female","7","AT",0,0,0,0,0,0,0,0,0,4340.02,0,0,38.43,0,0,269.04,2.1,12637.1523809524,484.934426229508,484.934426229508
"4125",1684,4,"Styria",168403,5,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4340.02,0,0,38.43,0,0,269.04,2.1,12637.1523809524,484.934426229508,484.934426229508
"4126",1684,4,"Styria",168404,1,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4340.02,0,0,38.43,0,0,269.04,2.1,12637.1523809524,484.934426229508,484.934426229508
"4127",1685,2,"Carinthia",168501,47,"male","1","AT",13400.7,5702.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,29632.2933333333,535.793650793651,535.793650793651
"4128",1685,2,"Carinthia",168502,53,"female","5","AT",0,0,0,25345.31,0,0,0,0,0,0,0,0,0,0,0,0,1.5,29632.2933333333,535.793650793651,535.793650793651
"4129",1686,3,"Upper Austria",168601,63,"male","5","EU",0,0,0,13900.28,0,0,0,0,0,0,0,0,137.29,0,0,0,2,22024.31,507.699507389163,507.699507389163
"4130",1686,3,"Upper Austria",168602,33,"male","1","AT",23805.68,0,0,0,0,0,0,0,0,0,0,0,137.29,0,0,0,2,22024.31,507.699507389163,507.699507389163
"4131",1686,3,"Upper Austria",168603,29,"male","1","AT",6205.37,0,0,0,0,0,0,0,0,0,0,0,137.29,0,0,0,2,22024.31,507.699507389163,507.699507389163
"4132",1687,2,"Carinthia",168701,73,"male","5","AT",0,0,0,14296.55,0,0,0,0,0,0,0,0,1.55,0,0,-231.97,1.5,12829.4333333333,535.793650793651,535.793650793651
"4133",1687,2,"Carinthia",168702,66,"female","5","EU",0,0,0,4714.08,0,0,0,0,0,0,0,0,1.55,0,0,-231.97,1.5,12829.4333333333,535.793650793651,535.793650793651
"4134",1688,3,"Styria",168801,45,"male","1","AT",37054.92,0,0,0,0,0,0,0,0,0,0,0,157.16,0,0,0,2,25607.955,482.021390374332,482.021390374332
"4135",1688,3,"Styria",168802,19,"female","4","AT",0,0,0,0,0,0,0,0,0,0,0,0,157.16,0,0,0,2,25607.955,482.021390374332,482.021390374332
"4136",1688,3,"Styria",168803,40,"female","1","AT",14003.83,0,0,0,0,0,0,0,0,0,0,0,157.16,0,0,0,2,25607.955,482.021390374332,482.021390374332
"4137",1689,3,"Styria",168901,57,"male","1","AT",19147.93,0,0,0,0,0,0,0,0,0,0,0,187.28,0,0,0,2,31699.195,482.021390374332,482.021390374332
"4138",1689,3,"Styria",168902,53,"female","5","AT",0,0,0,18426,0,0,0,0,0,0,0,0,187.28,0,0,0,2,31699.195,482.021390374332,482.021390374332
"4139",1689,3,"Styria",168903,24,"male","1","AT",25637.18,0,0,0,0,0,0,0,0,0,0,0,187.28,0,0,0,2,31699.195,482.021390374332,482.021390374332
"4140",1690,2,"Vienna",169001,46,"male","2","AT",6829.52,0,0,0,0,0,0,0,0,0,0,0,367.44,0,0,0,1.5,16811.54,651.867605633803,651.867605633803
"4141",1690,2,"Vienna",169002,47,"female","1","AT",18020.35,0,0,0,0,0,0,0,0,0,0,0,367.44,0,0,0,1.5,16811.54,651.867605633803,651.867605633803
"4142",1691,4,"Styria",169101,38,"female","2","AT",22677.86,0,0,0,0,0,0,0,0,6847.36,0,2657.35,0,0,0,0,2.3,13992.4217391304,484.934426229508,484.934426229508
"4143",1691,4,"Styria",169102,44,"male","6","EU",0,0,0,0,0,0,0,0,0,6847.36,0,2657.35,0,0,0,0,2.3,13992.4217391304,484.934426229508,484.934426229508
"4144",1691,4,"Styria",169103,16,"male","4","AT",0,0,0,0,0,0,0,0,0,6847.36,0,2657.35,0,0,0,0,2.3,13992.4217391304,484.934426229508,484.934426229508
"4145",1691,4,"Styria",169104,12,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6847.36,0,2657.35,0,0,0,0,2.3,13992.4217391304,484.934426229508,484.934426229508
"4146",1692,2,"Lower Austria",169201,54,"male","1","AT",0,14173.63,0,0,0,0,0,0,0,3449.74,0,0,217.62,0,0,0,1.5,36165.9066666667,515.101449275362,515.101449275362
"4147",1692,2,"Lower Austria",169202,52,"female","1","AT",0,36407.87,0,0,0,0,0,0,0,3449.74,0,0,217.62,0,0,0,1.5,36165.9066666667,515.101449275362,515.101449275362
"4148",1693,3,"Lower Austria",169301,56,"female","5","AT",0,0,0,15553.45,0,0,0,0,0,0,0,0,417.99,0,0,-585.18,2,25252.78,574.058201058201,574.058201058201
"4149",1693,3,"Lower Austria",169302,57,"male","5","AT",0,0,0,14007.43,0,0,0,0,0,0,0,0,417.99,0,0,-585.18,2,25252.78,574.058201058201,574.058201058201
"4150",1693,3,"Lower Austria",169303,31,"male","1","AT",0,19941.51,0,0,0,0,0,0,0,0,0,0,417.99,0,0,-585.18,2,25252.78,574.058201058201,574.058201058201
"4151",1694,1,"Styria",169401,54,"male","3","AT",17748.49,0,3626.94,0,0,0,0,0,0,0,0,0,34.07,0,6813.46,0,1,14596.04,616.340909090909,616.340909090909
"4152",1695,1,"Vienna",169501,26,"male","3","AT",19770.41,0,2033.53,0,0,0,0,0,0,1666.72,0,0,0,0,0,0,1,23470.66,868.220417633411,868.220417633411
"4153",1696,2,"Upper Austria",169601,82,"male","5","AT",0,0,0,22591.68,0,0,0,0,0,0,0,0,24.26,0,0,0,1.5,20027.3133333333,493.794392523365,493.794392523365
"4154",1696,2,"Upper Austria",169602,72,"female","5","AT",0,0,0,7425.03,0,0,0,0,0,0,0,0,24.26,0,0,0,1.5,20027.3133333333,493.794392523365,493.794392523365
"4155",1697,3,"Vienna",169701,47,"female","2","AT",13734.96,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,-56.64,2,25321.05,642.36,642.36
"4156",1697,3,"Vienna",169702,46,"male","1","AT",28312.69,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,-56.64,2,25321.05,642.36,642.36
"4157",1697,3,"Vienna",169703,21,"female","3","AT",0,4400.79,4136.74,0,0,0,0,0,0,0,0,0,0.28,0,0,-56.64,2,25321.05,642.36,642.36
"4158",1698,2,"Vienna",169801,55,"female","3","AT",0,0,5360.13,0,0,0,0,0,0,0,0,0,3668.38,0,0,0,1.5,16469.5466666667,651.867605633803,651.867605633803
"4159",1698,2,"Vienna",169802,19,"male","1","AT",15675.81,0,0,0,0,0,0,0,0,0,0,0,3668.38,0,0,0,1.5,16469.5466666667,651.867605633803,651.867605633803
"4160",1699,1,"Salzburg",169901,71,"male","5","AT",0,0,0,20802.72,0,0,0,0,0,0,0,0,150.15,0,0,0,1,20952.87,693.320388349514,693.320388349514
"4161",1700,1,"Vienna",170001,48,"female","2","AT",15638.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15638.75,868.220417633411,868.220417633411
"4162",1701,3,"Vorarlberg",170101,56,"male","1","AT",22157.25,0,0,0,0,0,0,0,0,1016.42,0,0,55.91,0,1956.8,-116.48,1.8,21455.3888888889,532.590909090909,532.590909090909
"4163",1701,3,"Vorarlberg",170102,49,"female","2","AT",17230.44,0,0,0,0,0,0,0,0,1016.42,0,0,55.91,0,1956.8,-116.48,1.8,21455.3888888889,532.590909090909,532.590909090909
"4164",1701,3,"Vorarlberg",170103,11,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1016.42,0,0,55.91,0,1956.8,-116.48,1.8,21455.3888888889,532.590909090909,532.590909090909
"4165",1702,4,"Salzburg",170201,64,"male","5","AT",4295.5,0,0,17640,0,0,0,0,0,0,0,0,253.97,0,0,0,2.5,24488.988,532.788732394366,532.788732394366
"4166",1702,4,"Salzburg",170202,50,"female","5","Other",0,0,0,9783.45,0,0,0,0,0,0,0,0,253.97,0,0,0,2.5,24488.988,532.788732394366,532.788732394366
"4167",1702,4,"Salzburg",170203,23,"male","1","AT",12147.26,0,0,0,0,0,0,0,0,0,0,0,253.97,0,0,0,2.5,24488.988,532.788732394366,532.788732394366
"4168",1702,4,"Salzburg",170204,24,"male","1","AT",17102.29,0,0,0,0,0,0,0,0,0,0,0,253.97,0,0,0,2.5,24488.988,532.788732394366,532.788732394366
"4169",1703,2,"Upper Austria",170301,46,"female","2","AT",0,24728.64,0,0,0,0,0,0,0,0,0,0,1303.14,0,0,-166.8,1.5,34631.7866666667,493.794392523365,493.794392523365
"4170",1703,2,"Upper Austria",170302,49,"male","1","AT",0,25749.1,0,0,0,0,0,0,0,0,0,0,1303.14,0,0,-166.8,1.5,34631.7866666667,493.794392523365,493.794392523365
"4171",1704,5,"Tyrol",170401,39,"female","7","AT",0,0,0,0,0,0,0,0,0,5604.51,1799.41,0,0,0,0,-9.16,2.4,14403.425,475.297297297297,475.297297297297
"4172",1704,5,"Tyrol",170402,41,"male","1","AT",27155.14,0,0,0,0,0,0,0,0,5604.51,1799.41,0,0,0,0,-9.16,2.4,14403.425,475.297297297297,475.297297297297
"4173",1704,5,"Tyrol",170403,13,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5604.51,1799.41,0,0,0,0,-9.16,2.4,14403.425,475.297297297297,475.297297297297
"4174",1704,5,"Tyrol",170404,11,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5604.51,1799.41,0,0,0,0,-9.16,2.4,14403.425,475.297297297297,475.297297297297
"4175",1704,5,"Tyrol",170405,6,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5604.51,1799.41,0,0,0,0,-9.16,2.4,14403.425,475.297297297297,475.297297297297
"4176",1705,4,"Salzburg",170501,50,"female","2","AT",11374.32,0,4462.17,0,0,750.16,0,0,0,3323.71,0,0,71.05,0,0,-17821.12,2.5,36233.42,532.788732394366,532.788732394366
"4177",1705,4,"Salzburg",170502,75,"male","5","AT",0,0,0,0,0,0,33230.98,0,0,3323.71,0,0,71.05,0,0,-17821.12,2.5,36233.42,532.788732394366,532.788732394366
"4178",1705,4,"Salzburg",170503,73,"female","7","AT",0,0,0,0,0,0,0,0,0,3323.71,0,0,71.05,0,0,-17821.12,2.5,36233.42,532.788732394366,532.788732394366
"4179",1705,4,"Salzburg",170504,53,"male","1","AT",19550.04,0,0,0,0,0,0,0,0,3323.71,0,0,71.05,0,0,-17821.12,2.5,36233.42,532.788732394366,532.788732394366
"4180",1706,4,"Tyrol",170601,41,"female","7","AT",688.78,1180.76,0,0,0,0,0,0,0,4888.05,0,0,2.27,0,0,0,2.5,5753.896,493.382352941176,493.382352941176
"4181",1706,4,"Tyrol",170602,18,"female","4","AT",0,0,0,0,0,0,0,0,0,4888.05,0,0,2.27,0,0,0,2.5,5753.896,493.382352941176,493.382352941176
"4182",1706,4,"Tyrol",170603,46,"male","1","AT",0,7624.88,0,0,0,0,0,0,0,4888.05,0,0,2.27,0,0,0,2.5,5753.896,493.382352941176,493.382352941176
